"id"	"novel_name"	"novel_author"	"novel_click"	"novel_count"	"novel_type"	"novel_recommend"	"novel_detail"	"time"	"url"
"51"	"超能力收容所"	"钓鱼崽"	"16.5万点击"	"21.7万字"	"[都市, 爽文]"	"20推荐"	"  当旧世界被神明注视，不断有人精神被污染，用不可承受的代价换取超乎想象的力量。  不断切割伤口，就能觉醒快速再生，不停打断骨头，就能长出钢筋铁骨，一直被窥探隐私，就能获取读心术。  这是属于超能力者的时代。  但旧时代的残党不承认新时代的人类。  超能力者过于危险，读心，洗脑，高速移动，肉体强化，绝对防御，掌控气象……  他们曾叫我无法驯服的怪物，现在他们称我是超能力者。  我是沈墨，虽然他们喜欢叫我坐标，不过问题不大。  谁让我的超能力是请神上身呢？ "	"更新时间：2023-10-31 23:11:22"	"http://www.shuhai.com/book/110839.htm"
"52"	"香江奇案"	"夕陽秋葉"	"16.8万点击"	"3.6万字"	"[玄幻, 刑侦]"	"0推荐"	"  林竖仁自小因某种的家庭原因而导致滥药，最终患上了精神病隐疾，是一名精神病隐患者，他一直都不察觉，以致令到病情越来越深，多年来他满脑子都是充满了幻想，终日沉迷于在自己迷幻世界之中。  他是驾驶的士为生的，一天他接载了一个刚由澳洲回港度岁的女子王晓敏到了山顶上绘画，后来适逢下雨，在气氛中他意志一乱，终把持不住下便把女子王晓敏先奸后杀，自第一次杀人之后，他脑海开始混乱，以致病情越来越差，脑海的混乱程度日益加剧，最终令他走火入魔，变得杀人如麻。  冯碧珍是王晓敏的妈妈，她发觉已多时没法跟女儿联系后，担心她遇到不测，故即报警求助。  总督察叶志豪接到了报案人求助，旋即展开追查，可是在追查期间，他发现报案人冯碧珍的口供不实，惹起怀疑，故便邀请冯碧珍到来问话，但在循例问话间，她断言否认与今次事件有关，同时亦没有足够证据证明她与今次的事件有关，以致令到今次这宗谋杀案件更为复杂。 "	"更新时间：2022-11-08 11:30:00"	"http://www.shuhai.com/book/110759.htm"
"53"	"大千捕鱼系统"	"阿夜夜"	"215.1万点击"	"99.1万字"	"[玄幻, 系统, 热血, 修仙, 扮猪吃虎]"	"2267推荐"	"  废我经脉？夺我皇位？退我婚？  对不起，我捕鱼系统教你做人。  你有靠山？还想碾压我？  日向宁次、宇智波斑、死神总队长、孙悟空……教你做人。  这个世界，我源祖说了算！ "	"更新时间：2019-08-31 23:56:42"	"http://www.shuhai.com/book/46451.htm"
"54"	"无限猎人"	"一棵小葱"	"359.6万点击"	"199.0万字"	"[都市, 爽文]"	"153推荐"	"  一个含冤而亡的年轻人，进入一个进化时空，生存促使他不断在一个个复杂的场景中进化，三国、水浒、西游、圆桌骑士……场景中的任务复杂多样，危险重重，他成功的成为了一个猎人，一个进入场景四处获得进化能力的猎人，可是他最终发现成为猎人的他不过是另一种猎物，他要怎么办？ "	"更新时间：2018-07-05 12:00:00"	"http://www.shuhai.com/book/44156.htm"
"55"	"隔墙有眼"	"冬炎"	"105.9万点击"	"61.5万字"	"[悬疑, 凶案, 刑侦, 杀手, 特工]"	"158推荐"	"  我总感觉有人在偷窥我，我知道他肯定存在，可为什么他被陷在了墙里…… "	"更新时间：2019-08-31 18:32:19"	"http://www.shuhai.com/book/54319.htm"
"56"	"苍穹一剑"	"霸唱先生"	"108.9万点击"	"139.1万字"	"[玄幻, 道士, 修仙, 逆袭, 大佬传承]"	"65推荐"	"  吾之荒道，可开天，可辟地，踏神国，平山海，唯一剑纵横。 "	"更新时间：2023-01-31 22:00:00"	"http://www.shuhai.com/book/110350.htm"
"57"	"流氓系统"	"钻石老板凳"	"141.6万点击"	"94.5万字"	"[玄幻, 系统, 升级, 热血]"	"90推荐"	"  别人的痛恨是我提升力量的源泉！因此，尽力让人憎恶，以此获取负面能量提升实力并得到各种好处！拉仇恨是美德，吸收仇恨是能力！  到最后，像我这般有天赋，有实力，精通各种才艺的男子，无论走到哪里，只要报上姓名，一定有无数人尖叫着冲上来，想要砍死我！ "	"更新时间：2019-03-04 16:45:42"	"http://www.shuhai.com/book/33706.htm"
"58"	"不朽帝尊"	"君莫惜本尊"	"237.4万点击"	"96.3万字"	"[玄幻, 热血, 武, 霸气, 腹黑]"	"13推荐"	"  仙域大帝厉问天，在夺取无上仙典混沌天经之际，遭遇兄弟背叛和多位大帝袭杀，意外陨落却又重生在天命大陆的一个废魂少年身上。这一世，且看他如何逆苍穹、抗天命、镇仙域、雄霸天下！ "	"更新时间：2020-11-02 10:32:14"	"http://www.shuhai.com/book/46029.htm"
"59"	"直播：回家当海王的生活"	"雾都蜗牛"	"38.0万点击"	"34.0万字"	"[玄幻, 小农民, 系统, 升级]"	"11推荐"	"  江峰高考落榜之后，和家人闹了矛盾，不愿意复读，决定接手祖业，开始打鱼之旅，初次打鱼什么都不会被渔民嘲讽，没想到他觉醒了深海直播系统，从此一边打鱼一边直播，买上了航母潜艇，走上了人生巅峰！ "	"更新时间：2021-06-29 11:12:57"	"http://www.shuhai.com/book/103232.htm"
"60"	"七界邪神"	"镜光水月"	"79.3万点击"	"96.7万字"	"[修真, 废材流, 练功流, 升级, 修仙]"	"59推荐"	"  叶寒，本体杀戮之剑，机缘之下开启灵识，饮无数生灵鲜血，转化成人，却是被天地所不容。上天入地，斩杀神魔.天恶兵魂，逆天而行，天地若是不仁，何能称天地！ "	"更新时间：2012-11-28 21:51:50"	"http://www.shuhai.com/book/1165.htm"
"61"	"国家宝藏"	"辰"	"39.0万点击"	"127.0万字"	"[探案, 鉴宝, 冒险, 探宝]"	"43推荐"	"  天津卫东北隅老东门胡同，街坊四邻茶余饭后拿来取笑的大太监直系子孙李伴爷，原只是天津卫一泼皮，某一日父亲李瞎子香港的一位故交突然造访。  乾隆爷御笔折扇、没署名的灵位……一系列谜团就此展开，旧时候天津卫四将军的陈年往事也逐渐浮出水面，一个跨国贩卖文物集团露出了獠牙…… "	"更新时间：2020-06-01 15:53:02"	"http://www.shuhai.com/book/57071.htm"
"62"	"龙帝狂婿"	"青山未隐"	"90.3万点击"	"102.6万字"	"[玄幻, 系统, 召唤流, 无敌流, 嚣张]"	"53推荐"	"  “宿主签到成功，累计签到100天。”  “御龙系统正式激活。”  我是秦少阳，一个么得感情的饲养员。  赤炎蛟龙、冰霜古龙、光明烛龙我全都要！  这还不够，化身上古祖龙，斩虚空，创纪元，我为龙帝！ "	"更新时间：2020-09-27 14:07:48"	"http://www.shuhai.com/book/57312.htm"
"63"	"诡灵公寓"	"李道长"	"98.3万点击"	"179.4万字"	"[悬疑, 凶案]"	"923推荐"	"  某些普通人看不见的东西，开始对我产生一种说不出来的狂热。  有富豪为死去的女儿举办阴婚，但新娘脖子扭断了也没和新郎对拜。  而我看见，女尸对我笑了……  此后，我的身边怪事连连！ "	"更新时间：2020-11-02 17:27:48"	"http://www.shuhai.com/book/39218.htm"
"64"	"别惹这个老师"	"龙字头"	"42.6万点击"	"81.8万字"	"[玄幻, 老师]"	"8推荐"	"  前世特种兵，魂穿异界颓废教师，开启天道左眼。  叶松：“抱歉！在我面前，没有秘密！”  某天才，一年八阶，天资非凡。  叶松：“练功把自己练成短命鬼，不如不练，天才！天生死才！”  某废柴：“碌碌无为，三年一阶。”  叶松：“谁也别和我抢，这个学生是我的！”  “隐藏神性血脉！天资超绝！”  神女，魔女，仙女。  叶松眨眨眼：“你们……好开放呀……” "	"更新时间：2019-12-02 11:04:07"	"http://www.shuhai.com/book/54266.htm"
"65"	"奇缘记"		"532.0万点击"	"59.4万字"	"[玄幻]"	"1327推荐"	"  因为一个万年前的图谋一个平凡的少年被卷入一场持续了无数个年头的战火之中在个过程中邂逅了一个个对他倾心的蓝颜知己——傲娇多金的豪门少爷、性感花心的社交名媛、高冷帅气的豆蔻男孩、冷酷体贴的黑帮豪少、痴心温柔的超级巨星——在他们的陪伴下经历着一个又一个离奇的冒险揭露一个又一个隐藏在历史与传说之中的真相还原那些被时间与神话掩盖的事实——三境的浩劫，诸境的末日。是毁灭还是重生？三境灭世之劫，诸境鏖锋之祸天命所选之人将如何抉择？ "	"更新时间：2023-12-14 14:52:50"	"http://www.shuhai.com/book/111461.htm"
"66"	"玄幻之万物生系统"	"24k金大神"	"71.1万点击"	"106.6万字"	"[玄幻, 创造新世界]"	"15推荐"	"  兵王重生玄幻世界，手握最BUG生物系统。《道德经》、《推背图》，名人古籍手中具现；智慧、敏锐，于千里运筹帷幄；手揽星辰，脚踏悬河，当世美女皆在怀中！兵王叶枫，十方地狱，乱世求仙，剑破亿魔，身写传说！ "	"更新时间：2019-05-12 22:54:16"	"http://www.shuhai.com/book/48267.htm"
"67"	"我的赌石生涯"	"辰"	"491.2万点击"	"330.1万字"	"[都市, 鉴宝, 爽文, 大佬传承]"	"305推荐"	"  神仙难断寸玉！  满料的一分水、木那的黄杨绿，一刀下去也许你是下一个李嘉诚，也许你会妻离子散，赌石圈的水比你想象的深！  我叫罗飞，土生土长的腾冲人，因为三十万高利贷，被债主送到缅甸黑石场卖工还债…… "	"更新时间：2020-11-14 17:42:00"	"http://www.shuhai.com/book/54162.htm"
"68"	"青囊尸经"	"木马"	"62.1万点击"	"23.2万字"	"[悬疑, 风水, 山村, 探宝]"	"2推荐"	"  身阴命阳，必遭天谴。  我本来不属于这个世界，从出生到现在，我从未离开过水门村，未曾见过水门村外的花花世界。  直到第一道落雷劈在水门村后，我身边的一切都发生了改变。  长白山往事、日光城探险、大理寻塔，身世之谜正在一步步被解开，我似乎也被卷进一件更诡异的事情中…… "	"更新时间：2022-01-28 08:41:43"	"http://www.shuhai.com/book/103762.htm"
"69"	"我财神赵公明，宁死不出山"	"酱油大瓜子"	"92.4万点击"	"128.4万字"	"[玄幻, 系统, 升级, 修仙]"	"234推荐"	"  如果有机会重生，你知道自己未来是怎样，你会选择另外一条路吗？  穿越到洪荒成为赵公明，截教大罗金仙、脚踩玉虚十二仙、手执二十四颗定海珠？  不，还是逃不过被天道摆布的命运……  闭关……闭关……闭关，死不出山！  截教副教主？不去！阐教长老？不去？西方佛祖？不去！功德成圣？不要！  有系统的存在我为什么要遵循天道，修行大道之力成为洪荒最强才是我的目的！在此之前谁来都死活不出山！  终于……  成为大道圣人，不受天道管束，可……  事情好像并不是那么简单…… "	"更新时间：2021-01-21 09:24:00"	"http://www.shuhai.com/book/90580.htm"
"70"	"脊梁"	"妮娜.宋"	"30.3万点击"	"37.3万字"	"[军事, 铁血]"	"7010推荐"	"  用概率论算计，用几何学袭击，用物理学运送，用地理学布局，算计与反算计，抗战中不为人知的学科应用，介绍八路军三三战法的起源和应用，展现八路军的战斗智慧和在英勇精神。 "	"更新时间：2019-09-21 12:04:00"	"http://www.shuhai.com/book/54163.htm"
"71"	"超级卡徒"	"飛扬"	"39.5万点击"	"75.1万字"	"[都市, 校园, 升级, 争霸, 卡牌]"	"12推荐"	"  沉迷卡牌游戏的苏明同学，意外地被卷入了一场由传国玉玺引起的乱世争霸之中，成为了一名主公，‘受命于天，既寿永昌’，传国玉玺始于始皇，终于末唐，纵横千载岁月终于重现人间，然而却早已碎成无数碎片，散落于不同人家，有能力唤醒玉玺碎片之人，皆有成为乱世诸侯的资格，受传国玉玺的影响，一代代将星重入凡间，开启了新的乱世 "	"更新时间：2021-03-02 12:04:00"	"http://www.shuhai.com/book/53408.htm"
"72"	"真龙"	"牛仔西部"	"270.6万点击"	"220.0万字"	"[悬疑, 道士, 盗墓, 山村, 爽文]"	"798推荐"	"  【2019年最期待现象级作品】  那一夜，玉壶山下清泉涌。  阎王驸马，鬼面郎君，伴舟行。  龙命现，五魔出，太行颠覆，大道满盈！  九霄雷霆惊天变，一入书海化真龙！  ※※※※※※  传统悬疑类第一人，知名风水题材大神『牛仔西部』携《真龙》再出山，重新定义传统悬疑小说写法！ "	"更新时间：2020-10-11 18:55:31"	"http://www.shuhai.com/book/54267.htm"
"73"	"全运会之陕军同袍"	"48号大脚"	"27.8万点击"	"102.2万字"	"[竞技, 热血, 竞技, 励志, 十四运]"	"90推荐"	"  西北望，射天狼！  重生肩负万千球迷骂名的周奇，带着铭刻在陕西人骨子里的狼性精神，率领西北狼陕西队笑傲球场！  2021年陕西省全运会，我要你们全部臣服在狼王的足下！  NBA，那里也将成为狼王彻底征服的对象！ "	"更新时间：2021-04-30 08:00:00"	"http://www.shuhai.com/book/90582.htm"
"74"	"玄幻：我成了最强源牌师"	"阿夜夜"	"99.6万点击"	"94.2万字"	"[玄幻, 系统, 卡牌, 轻松, 假装大佬]"	"492推荐"	"  赵玄通一觉醒来，成为了云来宗第一代掌教，身具绝世高人气质，但其实……宗门都快被强制解散了，他还装哔，可没办法，徒弟都深信不疑自己的师傅是天地大能，高阶源牌师。  “高阶源牌师？你们也太小看为师了，老夫可是最强源牌师！”  红碎，法术卡来！  红碎，装备卡来！  【黑魔导】+【奥西里斯的天空龙】=【神魔导天空骑士】  【卡布达】+【剑神之力】=【剑神卡布达】  你问我卡布达怎么合成？  一顿操作猛如虎，就是【钢铁】+【独角仙】+【变形模块】+【石头】+【雷霆】！  围观之人：“这人脑洞怎么这么大！天马行空的想象，让我辈只能仰望，不愧是大佬。”  赵玄通撇了撇嘴，不屑的道：“脑洞？阁下是看不起我，侮辱我吗？老夫从不需要脑洞，只要会抄就够了。”  小说、动漫、电影、游戏进行角色融合二次创作，看我大神棍，如何征服世界，征服自己的徒弟…… "	"更新时间：2021-12-31 23:00:00"	"http://www.shuhai.com/book/101462.htm"
"75"	"超级重生系统"	"骑着乌龟偷电线"	"59.2万点击"	"73.9万字"	"[都市, 强者]"	"12推荐"	"  林峰，一个重回十一年前的普通青年。  意外获得‘涅槃系统’的青睐，他将用自己的双手改写过去的悲剧，将快意恩仇踏上强者之路。  任何曾经伤害他的人，将会被他踩在脚下忏悔；  任何曾经失去的最爱，将会被他以命来守护；  凡人本无神，可超越界限后，他将自立为神！ "	"更新时间：2019-04-02 00:15:25"	"http://www.shuhai.com/book/48261.htm"
"76"	"极品圣手神医"	"静待成魔"	"53.1万点击"	"125.3万字"	"[都市, 神医, 热血, 逆袭, 爽文]"	"24推荐"	"  为了生计的林阳无奈去厂子打工，却意外觉醒了家族医学，从此厂子的女工皮肤变得越来越好了，厂长的老婆也成功怀孕了，就连要倒闭的厂子也订单无数了！  什么？他还没有媳妇？没看到大家族小姐上门求婚，甚至都惊动了商会大佬？  至于那些什么所谓卡脖子的技术，搞什么限制，禁止之类的，在他的带领下都一一突破，那些曾经高高在上的老外们，都要看他的脸色！  有人说他是神棍？好，那就神给你看，逼得顶尖国外医学专家下跪要做学生；  有人说他是不入流？那就搞一次上流聚会，弄得小城机场不得不扩建容纳私人飞机；  有人说他吃软饭，周围太多女人了，额，这个嘛，其实软饭还是挺香的，也没有见谁喜欢吃石子啊！ "	"更新时间：2023-07-04 00:03:13"	"http://www.shuhai.com/book/109993.htm"
